datetime	T	RH	WIND	SW	P	SWE	LW	EL
2008-11-16 19:0	-2.291	 0.622	 0.599	-3.441	     0	77.561	 212.2	     0
2008-11-16 20:0	-2.718	0.6382	 0.703	-4.237	     0	77.672	 201.2	     0
2008-11-16 21:0	-3.3185	0.6607	 0.675	-3.853	     0	77.783	   201	     0
2008-11-16 22:0	-3.751	0.6511	 0.607	-3.268	     0	77.895	 204.1	     0
2008-11-16 23:0	-3.4635	0.6827	 0.658	-3.268	     0	78.006	 212.3	     0
2008-11-17 0:0	-3.0105	0.6514	  0.76	 -3.03	     0	78.117	 218.5	     0
2008-11-17 1:0	-2.777	0.6534	 0.703	-3.397	     0	78.228	 212.3	     0
2008-11-17 2:0	-3.8035	0.6548	 0.523	-3.713	     0	 78.34	 196.6	     0
2008-11-17 3:0	-3.699	0.6296	 0.901	-4.012	     0	78.451	   200	     0
2008-11-17 4:0	-2.7915	0.5994	 1.381	-3.368	     0	78.562	 205.2	     0
2008-11-17 5:0	-2.7605	0.6238	 1.357	-3.456	     0	78.674	 200.9	     0
2008-11-17 6:0	-3.2155	0.6127	 1.079	-3.369	     0	78.785	 201.3	     0
2008-11-17 7:0	 -3.23	0.5214	 0.837	 -1.76	     0	 78.82	 201.6	0.089799
2008-11-17 8:0	-0.9455	0.4491	 0.668	    93	     0	78.854	 204.4	10.351
2008-11-17 9:0	2.5685	0.3015	 1.329	 287.6	     0	78.889	 207.7	 19.37
2008-11-17 10:0	5.9065	0.2893	 1.611	 457.3	     0	78.924	 210.3	26.562
2008-11-17 11:0	 7.903	0.2885	 1.354	   574	     0	78.959	 215.6	31.218
2008-11-17 12:0	   8.3	0.2851	 2.003	   625	     0	78.993	 219.2	  32.7
2008-11-17 13:0	 8.905	0.2643	 1.698	   630	     0	79.028	   219	30.763
2008-11-17 14:0	 9.855	0.2633	  1.45	   561	     0	79.063	 220.3	25.721
2008-11-17 15:0	 8.415	0.3652	 1.165	 316.2	     0	79.098	 221.1	18.242
2008-11-17 16:0	 4.638	0.5106	  0.91	  81.5	     0	79.132	   217	9.0242
2008-11-17 17:0	1.2705	0.6169	  1.06	 16.43	     0	79.167	 213.9	     0
2008-11-17 18:0	-0.676	0.6822	 0.877	-2.894	     0	79.202	 210.4	     0
2008-11-17 19:0	-1.622	0.6723	 0.596	-3.445	     0	79.237	   209	     0
2008-11-17 20:0	-1.8655	0.6845	 0.719	-3.788	     0	79.272	 208.8	     0
2008-11-17 21:0	-1.6625	0.6475	 0.847	-3.553	     0	79.306	 208.8	     0
2008-11-17 22:0	-1.441	0.6201	 1.093	-3.672	     0	79.341	 206.8	     0
2008-11-17 23:0	-1.139	0.6055	 1.404	-4.641	     0	79.376	 206.4	     0
2008-11-18 0:0	-1.7465	0.6536	 1.017	-4.104	     0	79.411	   205	     0
2008-11-18 1:0	-1.661	0.6415	  1.21	-4.164	     0	79.445	 205.2	     0
2008-11-18 2:0	 -2.38	0.6651	 0.902	-4.228	     0	 79.48	 204.3	     0
2008-11-18 3:0	-2.647	0.6382	 1.044	-4.177	     0	79.515	 203.7	     0
2008-11-18 4:0	-2.647	0.6406	 1.144	-4.195	     0	 79.55	 203.1	     0
2008-11-18 5:0	-2.6305	0.6446	 1.076	-4.173	     0	79.585	 202.5	     0
2008-11-18 6:0	-2.479	0.6097	  0.96	-3.781	     0	79.619	 201.5	     0
2008-11-18 7:0	-2.395	0.5633	 1.047	-2.477	     0	79.536	 201.9	     0
2008-11-18 8:0	-0.9505	 0.605	  1.29	  88.4	     0	79.452	 203.3	10.146
2008-11-18 9:0	 2.284	0.3244	 0.808	 283.2	     0	79.368	 206.5	 19.15
2008-11-18 10:0	7.4455	0.3107	 1.087	 451.3	     0	79.285	 209.9	26.329
2008-11-18 11:0	 8.595	0.2643	 1.192	 564.8	     0	79.201	 213.7	30.981
2008-11-18 12:0	 9.825	0.2545	 1.058	 617.9	     0	79.117	 217.1	 32.47
2008-11-18 13:0	 10.22	0.2599	 1.161	 629.5	     0	79.033	 219.5	30.553
2008-11-18 14:0	10.625	0.2535	 1.132	   557	     0	 78.95	 220.6	25.539
2008-11-18 15:0	 7.772	0.3796	 1.427	 325.2	     0	78.866	 218.3	18.089
2008-11-18 16:0	  3.67	 0.466	 1.202	  85.9	     0	78.782	 213.5	8.8966
2008-11-18 17:0	 1.641	0.5705	 1.073	  9.79	     0	78.699	 209.3	     0
2008-11-18 18:0	-0.075	  0.61	 0.733	-3.622	     0	78.615	 205.2	     0
2008-11-18 19:0	-1.1825	 0.635	 0.677	  -3.9	     0	78.531	 202.6	     0
2008-11-18 20:0	-2.0355	 0.618	 0.738	-4.014	     0	78.448	 198.6	     0
2008-11-18 21:0	-2.2325	 0.607	  1.23	-3.986	     0	78.364	   194	     0
2008-11-18 22:0	-2.2775	0.5801	 1.187	-4.016	     0	 78.28	 190.5	     0
2008-11-18 23:0	-2.9325	0.5553	 1.013	-3.874	     0	78.197	 187.1	     0
2008-11-19 0:0	-3.4325	0.5369	 0.863	-3.952	     0	78.113	 183.6	     0
2008-11-19 1:0	-3.3465	0.5302	 1.071	-4.469	     0	78.029	 183.3	     0
2008-11-19 2:0	-3.8165	0.5614	 0.799	-4.072	     0	77.946	 183.4	     0
2008-11-19 3:0	-4.2535	0.5594	 1.072	-4.549	     0	77.862	 182.4	     0
2008-11-19 4:0	-4.536	0.5269	 0.946	-3.984	     0	77.778	 180.7	     0
2008-11-19 5:0	-4.096	0.5423	 0.974	-3.782	     0	77.694	 180.1	     0
2008-11-19 6:0	-4.1465	 0.498	  0.95	-3.467	     0	77.611	 177.6	     0
2008-11-19 7:0	-4.298	0.5312	 0.598	-2.438	     0	77.686	   177	     0
2008-11-19 8:0	-4.9025	0.5521	 0.494	  88.2	     0	77.761	 176.9	9.9433
2008-11-19 9:0	-0.6905	0.3128	 0.017	 285.7	     0	77.836	 179.6	18.933
2008-11-19 10:0	 5.446	0.1927	 0.597	 461.7	     0	77.911	 182.9	26.101
2008-11-19 11:0	6.3735	0.1936	 1.422	 584.3	     0	77.986	 185.7	30.748
2008-11-19 12:0	7.5065	0.1603	 1.306	   646	     0	78.061	 187.3	32.245
2008-11-19 13:0	6.9915	0.1711	 1.828	 636.3	     0	78.136	 188.7	30.349
2008-11-19 14:0	 7.687	0.1852	  1.76	 564.9	     0	78.212	 195.1	25.363
2008-11-19 15:0	 7.094	0.2509	 1.362	 330.2	     0	78.287	 197.2	17.942
2008-11-19 16:0	  2.82	0.4113	 0.893	    87	     0	78.362	   198	8.7752
2008-11-19 17:0	-0.4855	0.5387	 1.006	 11.13	     0	78.437	   196	     0
2008-11-19 18:0	-2.0455	0.5809	 0.749	 -3.57	     0	78.512	 194.4	     0
2008-11-19 19:0	-2.6735	0.6015	  0.77	-3.652	     0	78.587	 192.1	     0
2008-11-19 20:0	-3.2375	 0.649	 0.734	-3.519	     0	78.662	 190.6	     0
2008-11-19 21:0	-3.398	0.6306	 0.746	-3.239	     0	78.737	 189.7	     0
2008-11-19 22:0	-4.0855	0.6632	 0.651	 -3.37	     0	78.812	 187.1	     0
2008-11-19 23:0	-4.6205	0.6384	 0.788	-3.553	     0	78.887	 186.8	     0
2008-11-20 0:0	-4.449	 0.631	 1.016	-4.519	     0	78.962	 185.7	     0
2008-11-20 1:0	-4.751	0.6381	 0.772	-3.863	     0	79.038	 185.9	     0
2008-11-20 2:0	-5.037	 0.672	 0.618	-3.635	     0	79.113	 186.6	     0
2008-11-20 3:0	-5.6925	0.6707	 0.494	-3.973	     0	79.188	 184.1	     0
2008-11-20 4:0	-5.5045	 0.612	 0.704	-3.553	     0	79.263	 180.8	     0
2008-11-20 5:0	-5.6195	0.5592	 1.063	 -3.89	     0	79.338	 179.9	     0
2008-11-20 6:0	-5.6695	0.6476	 0.762	-3.765	     0	79.413	 182.7	     0
2008-11-20 7:0	-6.2745	0.6745	 0.783	-2.399	     0	79.321	 181.2	     0
2008-11-20 8:0	-5.955	0.6601	 0.589	  83.7	     0	79.228	 181.6	9.7427
2008-11-20 9:0	-2.0615	0.3659	 0.318	 273.1	     0	79.136	 182.7	 18.72
2008-11-20 10:0	 2.287	0.2646	 1.236	 454.2	     0	79.043	 193.3	25.877
2008-11-20 11:0	3.2515	0.2698	 1.433	 486.4	     0	78.951	 196.8	30.521
2008-11-20 12:0	4.3165	0.2319	 1.117	 547.7	     0	78.859	 199.9	32.026
2008-11-20 13:0	 4.893	 0.202	 1.068	 485.8	     0	78.766	 217.2	30.151
2008-11-20 14:0	 4.193	0.2252	 1.348	 352.2	     0	78.674	   229	25.194
2008-11-20 15:0	 3.255	0.2644	 1.242	 254.6	     0	78.581	 229.2	17.801
2008-11-20 16:0	 1.514	0.4017	 1.024	 121.9	     0	78.489	 217.9	8.6602
2008-11-20 17:0	-0.539	 0.558	 0.457	 21.85	     0	78.396	 242.3	     0
2008-11-20 18:0	-2.2955	0.5779	 0.456	-2.554	     0	78.304	 238.4	     0
2008-11-20 19:0	-2.8405	0.5703	 0.547	 -2.23	     0	78.212	 233.5	     0
2008-11-20 20:0	-3.0375	0.5764	 1.092	-3.022	     0	78.119	 210.5	     0
2008-11-20 21:0	-3.504	0.6315	 1.093	 -3.78	     0	78.027	 193.8	     0
2008-11-20 22:0	-4.474	0.5527	 1.134	-3.511	     0	77.934	   187	     0
2008-11-20 23:0	-5.043	0.5507	 0.918	-3.757	     0	77.842	 183.1	     0
2008-11-21 0:0	-4.334	 0.504	  1.42	-4.006	     0	77.749	 183.2	     0
2008-11-21 1:0	-4.0485	0.5795	 1.469	-3.508	     0	77.657	 182.6	     0
2008-11-21 2:0	-4.639	0.5715	 1.357	-3.836	     0	77.565	 179.1	     0
2008-11-21 3:0	 -5.61	 0.544	 0.901	-3.482	     0	77.472	 176.3	     0
2008-11-21 4:0	-5.658	0.5276	 0.861	-3.838	     0	 77.38	 176.6	     0
2008-11-21 5:0	 -6.43	0.4964	 0.332	-3.727	     0	77.287	 175.7	     0
2008-11-21 6:0	-6.039	0.5455	 0.418	-4.004	     0	77.195	 175.9	     0
2008-11-21 7:0	-6.1075	0.4934	 0.676	-3.101	     0	77.329	 176.3	     0
2008-11-21 8:0	-6.038	0.5159	 0.365	  80.5	     0	77.463	 176.2	9.5445
2008-11-21 9:0	-1.5905	0.2443	 0.825	 275.8	     0	77.598	 179.6	18.509
2008-11-21 10:0	 2.823	0.2353	 1.372	 447.6	     0	77.732	 181.3	25.657
2008-11-21 11:0	 3.721	0.2379	 1.331	   569	     0	77.866	 181.8	30.298
2008-11-21 12:0	  3.86	0.2215	  1.62	 630.4	     0	    78	 184.1	31.814
2008-11-21 13:0	 4.644	0.2262	 1.481	 619.6	     0	78.135	 188.3	 29.96
2008-11-21 14:0	5.2155	0.2443	 1.402	 548.9	     0	78.269	 189.9	25.031
2008-11-21 15:0	 2.694	0.3251	 2.034	 321.6	     0	78.403	 188.3	17.667
2008-11-21 16:0	-0.0995	 0.345	 1.533	  89.6	     0	78.538	 188.6	8.5515
2008-11-21 17:0	-1.629	0.4979	 0.905	 11.25	     0	78.672	 184.9	     0
2008-11-21 18:0	-3.582	0.5545	 0.563	-3.452	     0	78.806	 182.7	     0
2008-11-21 19:0	-4.8115	0.6598	 0.346	-3.691	     0	 78.94	 182.6	     0
2008-11-21 20:0	-5.629	0.6512	 0.523	-3.773	     0	79.075	 181.7	     0
2008-11-21 21:0	-4.869	0.5222	  1.26	-3.608	     0	79.209	 179.7	     0
2008-11-21 22:0	-5.541	0.5823	 0.683	-3.404	     0	79.343	 177.1	     0
2008-11-21 23:0	-5.457	0.4019	 1.363	-3.461	     0	79.477	 176.9	     0
2008-11-22 0:0	-5.8935	0.4614	 1.205	-3.623	     0	79.612	 175.7	     0
2008-11-22 1:0	-6.833	0.4292	 0.916	-3.876	     0	79.746	 175.3	     0
2008-11-22 2:0	-6.277	0.3428	 1.069	-3.834	     0	 79.88	 175.3	     0
2008-11-22 3:0	-5.653	0.3472	 1.349	-3.676	     0	80.014	 176.9	     0
2008-11-22 4:0	-5.1995	 0.292	 1.484	-3.922	     0	80.149	 176.6	     0
2008-11-22 5:0	-4.128	 0.294	 1.799	-3.469	     0	80.283	 176.4	     0
2008-11-22 6:0	-4.4495	0.3027	 1.703	-3.853	     0	80.417	 174.3	     0
2008-11-22 7:0	-5.677	0.3535	  1.35	 -3.06	     0	80.439	 172.6	     0
2008-11-22 8:0	-5.9445	0.3733	 0.927	  76.6	     0	 80.46	 173.7	9.3487
2008-11-22 9:0	-1.6955	0.1831	 0.845	 270.2	     0	80.482	 175.5	18.302
2008-11-22 10:0	3.4605	0.1739	 1.062	 441.5	     0	80.504	 177.8	25.441
2008-11-22 11:0	5.4255	0.1433	 0.943	 519.7	     0	80.525	 183.9	30.082
2008-11-22 12:0	 5.828	0.1671	 1.228	 584.9	     0	80.547	 188.4	31.607
2008-11-22 13:0	 5.393	0.1607	  1.75	 590.6	     0	80.568	 195.3	29.775
2008-11-22 14:0	 6.066	0.1631	 1.524	 526.8	     0	 80.59	 195.4	24.875
2008-11-22 15:0	 4.489	0.1842	 1.534	 320.4	     0	80.612	 197.4	 17.54
2008-11-22 16:0	1.8415	0.2933	 1.117	 132.5	     0	80.633	 208.9	8.4491
2008-11-22 17:0	-0.796	0.4216	 0.518	 26.95	     0	80.655	 208.9	     0
2008-11-22 18:0	-2.9675	0.4205	 0.768	-3.362	     0	80.676	 199.7	     0
2008-11-22 19:0	 -3.12	 0.441	 1.187	-3.456	     0	80.698	   190	     0
2008-11-22 20:0	-3.084	0.5022	 1.003	-3.804	     0	 80.72	 184.7	     0
2008-11-22 21:0	-4.6415	0.5318	 0.708	-4.354	     0	80.741	 182.4	     0
2008-11-22 22:0	-4.2505	0.3955	 1.015	-3.537	     0	80.763	 175.9	     0
2008-11-22 23:0	-3.242	0.3518	 1.038	-3.665	     0	80.785	 172.2	     0
2008-11-23 0:0	-4.655	0.4761	 0.551	-4.508	     0	80.806	 172.1	     0
2008-11-23 1:0	-6.6345	0.5242	 0.669	-5.423	     0	80.828	 172.3	     0
2008-11-23 2:0	-6.779	0.5085	 0.975	-4.324	     0	80.849	 172.4	     0
2008-11-23 3:0	-6.6755	0.4957	 1.244	-4.491	     0	80.871	 173.3	     0
2008-11-23 4:0	-6.8795	 0.536	 1.332	    -4	     0	80.893	   175	     0
2008-11-23 5:0	-6.962	0.5152	 1.148	-3.658	     0	80.914	 174.8	     0
2008-11-23 6:0	-7.3515	0.5502	 0.921	 -3.68	     0	80.936	 174.1	     0
2008-11-23 7:0	-7.213	0.5462	 1.263	-2.915	     0	 80.73	 174.2	     0
2008-11-23 8:0	-6.9415	0.5421	 1.285	  74.1	     0	80.525	 175.5	9.1556
2008-11-23 9:0	-3.9245	0.3656	 1.524	 265.2	     0	80.319	 180.6	18.099
2008-11-23 10:0	-0.141	0.3539	 1.607	 434.9	     0	80.114	 181.6	 25.23
2008-11-23 11:0	0.9435	0.2884	 1.294	 546.3	     0	79.908	 184.7	 29.87
2008-11-23 12:0	 2.593	 0.299	 1.421	 619.7	     0	79.702	   189	31.407
2008-11-23 13:0	 2.641	0.2907	 1.768	 613.5	     0	79.497	 191.1	29.598
2008-11-23 14:0	2.8765	0.3209	 1.666	 544.1	     0	79.291	 188.4	24.725
2008-11-23 15:0	1.0965	0.4081	 1.485	 317.5	     0	79.086	 185.6	17.419
2008-11-23 16:0	-1.718	0.5338	 1.577	  82.5	     0	 78.88	 183.2	8.3532
2008-11-23 17:0	-3.5685	 0.628	 0.635	 11.29	     0	78.675	 180.5	     0
2008-11-23 18:0	-5.3025	 0.713	  0.31	-3.089	     0	78.469	 176.9	     0
2008-11-23 19:0	-7.1915	 0.773	 0.429	-3.547	     0	78.264	 172.7	     0
2008-11-23 20:0	-8.445	 0.823	 0.548	-4.431	     0	78.058	 169.2	     0
2008-11-23 21:0	-8.755	 0.791	 0.526	-4.159	     0	77.853	 164.3	     0
2008-11-23 22:0	 -9.88	 0.751	 0.499	-4.127	     0	77.647	 157.4	     0
2008-11-23 23:0	-10.075	0.4741	 0.916	 -5.39	     0	77.441	 147.7	     0
2008-11-24 0:0	-10.295	 0.496	 0.803	-5.199	     0	77.236	 142.8	     0
2008-11-24 1:0	-10.68	0.3732	 0.647	-5.212	     0	 77.03	 137.7	     0
2008-11-24 2:0	-9.905	0.3668	 1.115	-4.425	     0	76.825	   136	     0
2008-11-24 3:0	-9.265	0.3083	 1.244	-4.114	     0	76.619	 136.2	     0
2008-11-24 4:0	-8.075	0.3345	 1.205	-3.946	     0	76.414	 136.5	     0
2008-11-24 5:0	-8.347	0.2834	 0.973	-4.134	     0	76.208	   137	     0
2008-11-24 6:0	-8.365	0.3422	 0.847	-3.805	     0	76.003	 138.2	     0
2008-11-24 7:0	 -8.63	0.3342	 0.857	-3.725	     0	76.013	 138.9	     0
2008-11-24 8:0	-7.0215	0.1994	 0.944	    74	     0	76.023	 139.5	8.9651
2008-11-24 9:0	-2.4695	0.1569	 0.889	 273.6	     0	76.033	 143.8	17.899
2008-11-24 10:0	1.7755	0.1676	 1.189	 445.4	     0	76.044	 149.8	25.024
2008-11-24 11:0	 4.835	0.0963	 1.052	 571.3	     0	76.054	 155.4	29.665
2008-11-24 12:0	7.2835	0.1117	 0.857	 625.8	     0	76.064	 160.3	31.213
2008-11-24 13:0	7.0385	0.1174	 1.127	 624.4	     0	76.075	 168.4	29.426
2008-11-24 14:0	 5.242	0.1124	 1.761	 553.6	     0	76.085	 170.6	24.583
2008-11-24 15:0	2.9735	0.2003	 0.924	 324.7	     0	76.095	 172.3	17.305
2008-11-24 16:0	-1.244	0.3135	 1.127	  80.9	     0	76.106	 170.9	8.2636
2008-11-24 17:0	-3.2215	0.3462	 0.783	  8.08	     0	76.116	   167	     0
2008-11-24 18:0	-4.3495	0.3645	 1.045	-4.582	     0	76.126	   165	     0
2008-11-24 19:0	-4.355	0.3803	 1.151	-4.567	     0	76.136	 164.3	     0
2008-11-24 20:0	-5.209	0.3585	 1.197	-4.682	     0	76.147	   158	     0
2008-11-24 21:0	-4.7855	0.2463	 1.354	-4.662	     0	76.157	 157.4	     0
2008-11-24 22:0	-3.626	0.2009	 1.391	-4.638	     0	76.167	 164.2	     0
2008-11-24 23:0	-3.4105	 0.335	 1.294	-4.993	     0	76.178	 178.9	     0
2008-11-25 0:0	-4.371	0.2281	 1.344	-3.704	     0	76.188	 184.1	     0
2008-11-25 1:0	-5.076	0.3219	 1.286	-4.158	     0	76.198	 180.4	     0
2008-11-25 2:0	-5.391	0.2547	 1.309	-3.743	     0	76.209	 181.4	     0
2008-11-25 3:0	-4.852	0.3048	 1.306	-3.653	     0	76.219	 192.2	     0
2008-11-25 4:0	-5.9445	 0.293	 1.138	-2.699	     0	76.229	 202.7	     0
2008-11-25 5:0	-5.911	0.4183	 0.655	-2.867	     0	76.239	 204.7	     0
2008-11-25 6:0	-5.859	0.3428	 0.777	-2.758	     0	 76.25	 196.2	     0
2008-11-25 7:0	-4.614	0.3162	 1.186	-2.255	     0	 76.29	 212.4	     0
2008-11-25 8:0	-4.6505	0.2846	 1.136	 44.31	     0	76.331	 188.2	8.7773
2008-11-25 9:0	-0.9925	0.1875	 1.109	 226.9	     0	76.372	 195.6	17.702
2008-11-25 10:0	 2.978	0.2085	 0.883	 421.4	     0	76.413	 211.4	24.822
2008-11-25 11:0	4.1065	0.1953	 1.394	   526	     0	76.453	 223.4	29.464
2008-11-25 12:0	5.4185	0.2641	 1.234	   529	     0	76.494	 243.3	31.026
2008-11-25 13:0	4.2375	0.2201	 1.309	 342.4	     0	76.535	 255.3	29.262
2008-11-25 14:0	  4.06	 0.243	 1.353	 465.8	     0	76.575	   244	24.447
2008-11-25 15:0	 3.691	0.2849	 1.463	 284.9	     0	76.616	 240.7	17.197
2008-11-25 16:0	0.9915	0.3866	 0.897	 106.3	     0	76.657	 217.2	8.1806
2008-11-25 17:0	-0.708	0.4851	 0.459	 26.32	     0	76.697	 238.1	     0
2008-11-25 18:0	-2.679	0.5504	 0.718	-3.177	     0	76.738	 196.6	     0
2008-11-25 19:0	-4.011	0.5089	 0.579	-3.457	     0	76.779	 195.6	     0
2008-11-25 20:0	-3.4005	0.5359	 0.799	-3.366	     0	 76.82	 195.3	     0
2008-11-25 21:0	-4.119	0.5281	 0.618	-3.008	     0	 76.86	 195.5	     0
2008-11-25 22:0	-4.3545	0.5429	 0.805	-3.213	     0	76.901	 197.4	     0
2008-11-25 23:0	-3.6815	0.5087	 0.856	-2.881	     0	76.942	 205.8	     0
2008-11-26 0:0	-4.085	0.5204	   0.9	-3.261	     0	76.982	   211	     0
2008-11-26 1:0	-4.085	0.4959	 0.999	-2.667	     0	77.023	 213.3	     0
2008-11-26 2:0	-4.7235	0.5436	 0.728	-2.946	     0	77.064	 197.8	     0
2008-11-26 3:0	-4.4175	0.4466	  1.14	-3.029	     0	77.104	 197.1	     0
2008-11-26 4:0	-4.435	0.5302	 1.085	-2.995	     0	77.145	 196.6	     0
2008-11-26 5:0	-5.409	0.5843	 0.899	-3.035	     0	77.186	 196.1	     0
2008-11-26 6:0	-4.3145	0.4214	 1.453	-2.212	     0	77.227	 226.3	     0
2008-11-26 7:0	-2.822	0.4384	  1.22	-0.124	     0	77.518	 289.4	     0
2008-11-26 8:0	-2.882	0.5637	 1.064	 13.36	     0	77.809	 291.6	8.5925
2008-11-26 9:0	-1.894	0.3822	 0.887	  60.9	     0	  78.1	 291.4	 17.51
2008-11-26 10:0	 0.988	0.4691	 0.344	 211.5	     0	78.392	 285.5	24.625
2008-11-26 11:0	 4.139	0.4676	 0.708	 464.7	     0	78.683	 267.9	 29.27
2008-11-26 12:0	4.3355	0.5292	 1.027	 312.5	     0	78.974	 277.7	30.845
2008-11-26 13:0	3.3055	0.5634	 1.147	 240.6	     0	79.266	 289.8	29.105
2008-11-26 14:0	3.5905	0.5201	  0.72	 208.6	     0	79.557	 282.5	24.318
2008-11-26 15:0	 3.139	0.5108	 0.654	 145.6	     0	79.848	 286.4	17.097
2008-11-26 16:0	 2.238	0.6078	 0.701	 105.3	     0	 80.14	 272.5	 8.104
2008-11-26 17:0	0.6975	 0.626	  0.85	 17.33	     0	80.431	 286.1	     0
2008-11-26 18:0	-0.5885	 0.699	 0.767	-1.292	     0	80.722	   275	     0
2008-11-26 19:0	-0.8845	0.6816	 1.174	-1.154	     0	81.013	 274.2	     0
2008-11-26 20:0	-0.4435	 0.719	 1.126	-0.336	     0	81.305	 289.6	     0
2008-11-26 21:0	 -0.46	 0.733	 0.903	-0.444	     0	81.596	   286	     0
2008-11-26 22:0	-0.5105	 0.752	 1.057	-0.408	     0	81.887	 294.7	     0
2008-11-26 23:0	-1.334	  0.89	 1.154	-0.455	     0	82.179	 290.2	     0
2008-11-27 0:0	-1.988	 0.917	 1.247	-0.434	 0.375	 82.47	 269.7	     0
2008-11-27 1:0	-2.3195	 0.867	 1.227	-1.074	 0.375	82.761	 245.3	     0
2008-11-27 2:0	-2.2505	 0.903	 1.325	-1.014	 0.375	83.053	 252.8	     0
2008-11-27 3:0	-1.8135	 0.931	 0.942	-0.308	 0.375	83.344	   296	     0
2008-11-27 4:0	-1.847	 0.918	 0.759	-0.131	 0.375	83.635	 300.8	     0
2008-11-27 5:0	-1.7305	 0.928	 0.816	 0.001	 0.375	83.927	 295.7	     0
2008-11-27 6:0	-1.901	 0.921	 0.755	-0.449	 0.375	84.218	 284.2	     0
2008-11-27 7:0	-1.6635	 0.909	 0.745	-0.168	 0.375	84.509	 297.5	     0
2008-11-27 8:0	-1.4835	 0.905	 0.773	  10.9	 0.375	  84.8	   299	8.4107
2008-11-27 9:0	-0.947	 0.854	 0.978	  79.4	 0.375	85.092	 306.8	17.321
2008-11-27 10:0	-0.0915	 0.788	 1.171	 157.3	 0.375	85.383	 305.1	24.432
2008-11-27 11:0	 0.004	 0.872	 0.725	 186.3	 0.375	85.674	 309.3	29.082
2008-11-27 12:0	 0.272	 0.846	 1.063	 242.6	 0.375	85.966	 307.3	 30.67
2008-11-27 13:0	0.2045	 0.837	 0.911	 222.8	 0.375	86.257	 308.6	28.954
2008-11-27 14:0	 0.641	 0.848	 0.633	 243.4	 0.375	86.548	 310.5	24.196
2008-11-27 15:0	-0.0475	 0.923	 0.511	 146.9	 0.375	 86.84	   311	17.002
2008-11-27 16:0	-1.642	 0.938	 0.795	 62.59	 0.375	87.131	 313.2	8.0339
2008-11-27 17:0	-2.479	 0.946	 0.901	 16.27	 0.375	87.422	 306.5	     0
2008-11-27 18:0	-2.8445	 0.939	  0.78	-0.243	 0.375	87.713	 303.2	     0
2008-11-27 19:0	-3.1105	  0.92	 0.755	-0.267	 0.375	88.005	 301.1	     0
2008-11-27 20:0	-3.3925	 0.931	 0.347	-0.289	 0.375	88.296	 299.8	     0
2008-11-27 21:0	-3.6775	 0.944	 0.443	-0.309	 0.375	88.587	 298.8	     0
2008-11-27 22:0	-4.029	 0.928	 0.554	 -0.31	 0.375	88.879	 297.6	     0
2008-11-27 23:0	-4.3775	 0.931	 0.663	-0.386	 0.375	 89.17	 295.8	     0
2008-11-28 0:0	-4.4945	 0.941	  0.42	-0.312	0.29167	89.461	 295.1	     0
2008-11-28 1:0	-4.528	 0.911	 0.645	-0.308	0.29167	89.753	 294.8	     0
2008-11-28 2:0	-4.7295	 0.913	 0.761	  -0.3	0.29167	90.044	 294.5	     0
2008-11-28 3:0	-5.0985	  0.91	 0.801	-0.184	0.29167	90.335	 292.7	     0
2008-11-28 4:0	-5.1615	 0.901	 1.091	-0.006	0.29167	90.626	 292.1	     0
2008-11-28 5:0	-5.1435	 0.896	 0.995	-0.013	0.29167	90.918	 292.3	     0
2008-11-28 6:0	-5.631	 0.964	  0.76	     0	0.29167	91.209	 291.1	     0
2008-11-28 7:0	-5.8495	  0.97	 0.378	 0.165	0.29167	  91.5	 289.2	     0
2008-11-28 8:0	-5.748	  0.97	 0.882	 26.01	0.29167	91.792	 289.6	 8.232
2008-11-28 9:0	-5.261	 0.954	 0.742	 119.7	0.29167	92.083	 292.3	17.136
2008-11-28 10:0	-5.2445	 0.938	 1.564	 217.8	0.29167	92.374	 295.1	24.245
2008-11-28 11:0	-4.527	 0.933	 2.217	 342.2	0.29167	92.666	 300.6	28.899
2008-11-28 12:0	-4.513	 0.917	  1.72	 393.3	0.29167	92.957	 302.5	30.503
2008-11-28 13:0	-4.9035	 0.954	 1.264	 319.6	0.29167	93.248	 298.3	28.811
2008-11-28 14:0	-5.352	  0.94	 1.685	 260.6	0.29167	 93.54	 294.8	24.081
2008-11-28 15:0	-4.948	 0.963	  1.26	   187	0.29167	93.831	 296.5	16.915
2008-11-28 16:0	-5.9055	 0.962	  1.75	 111.3	0.29167	94.122	 291.3	7.9703
2008-11-28 17:0	-6.4065	 0.966	  1.43	 30.07	0.29167	94.413	 287.7	     0
2008-11-28 18:0	-6.706	 0.964	 0.785	 0.042	0.29167	94.705	 286.3	     0
2008-11-28 19:0	-7.0395	 0.961	 1.342	-0.335	0.29167	94.996	 285.2	     0
2008-11-28 20:0	 -7.46	 0.955	 1.061	-0.566	0.29167	95.287	 283.8	     0
2008-11-28 21:0	-7.895	  0.95	 0.867	-0.003	0.29167	95.579	 281.3	     0
2008-11-28 22:0	-8.065	 0.949	 1.218	-0.001	0.29167	 95.87	 280.5	     0
2008-11-28 23:0	-8.095	 0.943	 1.296	-0.007	0.29167	96.161	 280.2	     0
2008-11-29 0:0	 -8.06	 0.954	 1.194	     0	0.54167	96.453	   280	     0
2008-11-29 1:0	-8.005	 0.949	 1.702	-0.001	0.54167	96.744	 280.5	     0
2008-11-29 2:0	-8.345	 0.951	 1.176	-0.019	0.54167	97.035	   280	     0
